"Bob,Express","El,Rio","Fury","Indiana,River","Mount,Mara,VR","Naga,Bay","Oki,Doki","Revolution","Speedy,Bob","The,Dreamcatcher","Typhoon","Wildwaterbaan",time
0,0,0,0,0,0,0,0,0,0,0,0,20221028 092001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 093001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 094001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 095001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 100001
5,0,5,5,0,0,0,5,0,0,5,5,20221028 101001
5,0,5,5,0,0,5,5,5,0,5,5,20221028 102001
5,0,5,5,0,5,5,5,5,5,5,5,20221028 103001
15,5,10,5,0,5,5,5,5,5,60,5,20221028 104001
15,5,10,5,0,5,5,5,5,5,60,5,20221028 105001
30,5,10,5,0,10,5,5,5,5,60,5,20221028 110001
30,5,5,5,0,20,10,5,5,15,40,5,20221028 111001
30,5,5,5,0,20,10,5,5,15,40,5,20221028 112001
30,5,5,5,0,20,20,5,5,15,40,5,20221028 113001
5,5,5,5,0,25,20,15,10,25,35,5,20221028 114001
5,5,5,5,0,25,20,15,10,25,35,5,20221028 115001
5,5,5,5,0,25,20,15,10,25,35,5,20221028 120001
5,5,5,5,0,25,20,15,10,50,35,5,20221028 121001
5,5,5,5,0,25,20,15,10,50,35,5,20221028 122001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 123001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 124001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 125001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 130001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 131001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 132001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 133001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 134001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 135001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 140001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 141001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 142001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 143001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 144001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 145001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 150001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 151001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 152001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 153001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 154001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 155001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 160001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 161001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 162001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 163001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 164001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 165001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 170001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 171001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 172001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 173001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 174001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 175001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 180001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 181001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 182001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 183001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 184001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 185001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 190001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 191001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 192001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 193001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 194001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 195001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 200001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 201001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 202001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 203001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 204001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 205001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 210001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 211001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 212001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 213001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 214001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 215001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 220001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 221001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 222001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 223001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 224001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 225001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 230001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 231001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 232001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 233001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 234001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 235001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 000001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 001001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 002001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 003001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 004001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 005001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 010001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 011001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 012001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 013001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 014001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 015002
0,0,0,0,0,0,0,0,0,0,0,0,20221029 020001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 021001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 022001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 023001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 024001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 025001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 030001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 031001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 032001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 033001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 034001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 035001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 040001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 041001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 042001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 043001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 044001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 045001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 050001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 051001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 052001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 053001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 054001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 055001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 060001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 061001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 062001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 063001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 064001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 065001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 070001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 071001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 072001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 073001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 074001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 075001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 080001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 081002
0,0,0,0,0,0,0,0,0,0,0,0,20221029 082001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 083001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 084001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 085001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 090001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 091001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 092001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 093001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 094001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 095001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 100001
0,0,5,0,0,0,0,5,0,0,5,0,20221029 101001
0,0,35,0,0,0,5,5,5,5,10,5,20221029 102001
15,0,45,0,0,5,5,5,5,5,50,15,20221029 103001
20,5,55,5,0,30,5,5,5,5,50,15,20221029 104001
20,5,55,5,0,30,5,5,5,5,60,15,20221029 105001
35,5,60,5,0,30,5,5,5,15,60,15,20221029 110001
40,5,60,25,0,30,5,5,5,15,60,15,20221029 111001
40,0,60,25,0,45,10,25,10,25,60,20,20221029 112001
40,0,60,25,0,45,10,25,10,25,60,20,20221029 113001
40,5,60,25,0,45,10,25,10,25,60,20,20221029 114001
40,5,45,40,0,40,15,30,30,25,60,30,20221029 115001
40,25,45,40,0,40,15,30,30,25,60,30,20221029 120001
40,25,45,40,0,40,15,30,30,25,60,30,20221029 121001
45,25,45,45,0,40,15,30,30,0,60,30,20221029 122001
45,25,45,45,0,40,15,35,30,0,60,30,20221029 123001
40,30,50,50,0,50,15,35,50,25,60,40,20221029 124001
40,30,50,50,0,50,15,35,50,0,60,40,20221029 125001
40,40,60,50,0,50,15,35,50,25,60,40,20221029 130001
40,40,60,50,0,50,15,35,50,30,60,40,20221029 131001
40,40,60,50,0,50,15,35,50,30,60,40,20221029 132001
40,40,60,55,0,50,20,35,50,50,60,40,20221029 133001
40,40,60,55,0,50,20,35,50,50,60,40,20221029 134001
40,50,60,60,0,50,20,35,50,50,60,40,20221029 135001
40,50,0,60,0,50,25,30,50,60,60,55,20221029 140001
40,50,60,60,0,50,25,30,50,60,60,55,20221029 141001
40,50,60,60,0,50,25,30,50,60,60,55,20221029 142001
40,40,60,60,0,50,25,30,35,45,60,50,20221029 143001
40,40,60,60,0,50,25,30,35,45,60,50,20221029 144001
40,40,60,60,0,50,25,30,35,45,60,50,20221029 145001
20,40,35,60,0,50,25,30,35,45,60,50,20221029 150002
20,40,35,60,0,50,25,30,0,60,60,70,20221029 151001
20,40,35,60,0,50,25,30,35,60,60,70,20221029 152001
40,40,60,60,0,50,25,30,35,60,60,70,20221029 153001
40,40,60,60,0,50,20,30,35,60,60,70,20221029 154001
40,40,60,60,0,50,20,30,35,60,60,70,20221029 155001
40,40,60,60,0,50,20,30,35,60,60,70,20221029 160001
40,40,70,60,0,50,20,30,35,60,60,70,20221029 161001
40,0,0,60,0,50,15,20,30,0,0,75,20221029 162001
40,0,0,60,0,50,15,20,30,0,0,75,20221029 163001
40,40,70,60,0,50,15,20,30,80,60,75,20221029 164001
40,35,70,60,0,50,30,30,30,80,60,75,20221029 165001
40,35,70,60,0,50,30,30,25,80,60,65,20221029 170001
40,35,0,55,0,40,220,30,25,80,60,65,20221029 171001
40,35,0,55,0,40,20,60,25,50,60,60,20221029 172001
40,35,0,55,0,40,0,60,25,50,60,60,20221029 173001
40,20,70,55,0,50,15,60,30,50,60,55,20221029 174001
40,20,70,55,0,50,15,60,30,50,60,55,20221029 175001
40,20,70,55,0,50,15,60,30,50,60,55,20221029 180001
35,20,0,45,0,50,15,50,15,50,60,55,20221029 181001
35,20,0,45,0,50,15,50,15,50,50,35,20221029 182001
35,20,0,45,0,50,15,50,15,50,50,35,20221029 183001
20,10,0,20,0,45,0,50,15,30,40,35,20221029 184001
20,10,70,20,0,45,0,50,15,30,40,25,20221029 185001
20,10,0,20,0,45,0,50,15,30,40,25,20221029 190001
20,10,70,20,0,45,0,50,15,30,40,20,20221029 191001
25,5,0,25,0,40,0,50,15,30,50,20,20221029 192001
25,5,0,25,0,40,0,50,15,30,50,20,20221029 193001
25,5,60,25,0,40,0,50,15,30,50,20,20221029 194002
20,15,50,25,0,40,0,50,15,30,50,20,20221029 195001
20,15,50,25,0,30,0,20,5,15,35,15,20221029 200001
20,15,50,25,0,30,0,20,5,15,35,15,20221029 201001
20,10,50,20,0,30,0,20,5,15,35,15,20221029 202001
20,10,50,20,0,30,0,20,5,10,45,20,20221029 203001
20,10,50,20,0,30,0,20,5,10,45,20,20221029 204001
20,0,50,0,0,30,0,20,0,0,45,0,20221029 205001
20,0,50,0,0,30,0,20,0,0,45,0,20221029 210001
20,0,50,0,0,30,0,20,0,0,45,0,20221029 211001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 212001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 213001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 214001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 215001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 220001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 221001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 222001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 223001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 224001
0,0,0,0,0,0,0,0,0,0,0,0,20221029 225001
0,0,0,0,0,0,0,0,0,0,0,0,20221030 234001
0,0,0,0,0,0,0,0,0,0,0,0,20221030 235001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 000001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 001001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 002001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 003001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 004001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 005001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 010001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 011001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 012001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 013001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 014001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 015001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 020001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 021001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 022001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 023001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 024001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 025001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 030001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 031001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 032001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 033001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 034001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 035001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 040001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 041001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 042001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 043001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 044001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 045001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 050001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 051001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 052001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 053001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 054001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 055001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 060001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 061001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 062001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 063001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 064001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 065001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 070001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 071001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 072001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 073001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 074001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 075001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 080001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 081001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 082001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 083001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 084001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 085001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 090001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 091001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 092001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 093001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 094001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 095001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 100001
5,0,10,0,0,0,0,0,0,0,0,0,20221031 101001
5,0,10,5,0,0,0,10,0,5,10,0,20221031 102001
5,0,10,5,0,0,5,10,5,5,40,0,20221031 103001
5,0,50,5,0,0,5,10,5,5,40,0,20221031 104001
50,5,50,5,0,0,40,20,15,5,60,0,20221031 105001
50,5,50,5,0,0,40,20,15,20,60,0,20221031 110001
50,5,50,5,0,0,40,20,15,20,60,0,20221031 111001
50,5,50,5,0,0,40,20,30,35,60,20,20221031 112001
60,15,60,45,0,0,40,40,40,45,75,30,20221031 113001
60,15,60,45,0,0,40,40,40,45,75,30,20221031 114001
60,15,60,45,0,0,40,40,40,45,75,30,20221031 115001
60,40,60,50,0,0,40,30,45,65,75,20,20221031 120001
60,40,60,50,0,0,40,30,45,65,75,20,20221031 121002
60,40,60,50,0,0,40,30,45,65,75,20,20221031 122001
50,55,60,50,0,0,40,30,45,65,75,20,20221031 123001
50,55,60,45,0,0,40,40,45,70,90,30,20221031 124001
50,55,60,45,0,0,40,40,45,70,90,30,20221031 125001
50,55,60,45,0,0,40,40,45,70,90,30,20221031 130001
50,55,0,45,0,0,40,40,45,70,90,30,20221031 131001
50,55,60,45,0,0,40,40,45,70,90,30,20221031 132001
50,55,60,45,0,0,40,40,45,70,90,30,20221031 133001
50,55,0,70,0,0,40,40,45,70,90,30,20221031 134001
45,50,70,70,0,0,40,60,45,70,90,30,20221031 135001
45,50,70,70,0,5,40,60,45,70,90,40,20221031 140001
45,50,70,70,0,40,40,60,45,70,90,40,20221031 141001
45,50,70,70,0,40,40,60,45,70,90,40,20221031 142001
45,50,70,70,0,40,40,60,45,70,90,40,20221031 143001
50,45,70,70,0,40,40,60,45,70,90,40,20221031 144001
50,45,70,70,0,40,40,60,45,60,90,35,20221031 145001
50,45,80,70,0,40,40,60,45,60,90,35,20221031 150001
50,45,80,70,0,40,40,60,45,60,90,35,20221031 151001
50,45,80,70,0,40,40,60,45,60,90,35,20221031 152001
50,45,80,70,0,40,40,60,45,60,90,35,20221031 153001
50,45,80,70,0,40,40,60,25,60,90,35,20221031 154001
45,45,80,50,0,55,40,30,30,60,80,40,20221031 155001
45,45,80,50,0,55,40,30,30,60,80,40,20221031 160001
45,45,80,50,0,55,40,30,30,60,80,40,20221031 161001
45,45,0,50,0,55,40,30,30,0,80,40,20221031 162001
45,45,0,50,0,55,40,30,30,0,80,40,20221031 163001
45,45,80,50,0,55,40,30,30,60,80,40,20221031 164001
45,45,80,50,0,55,40,30,30,60,80,40,20221031 165001
45,45,80,50,0,0,40,30,30,60,80,40,20221031 170001
45,30,80,55,0,0,40,60,25,60,80,35,20221031 171001
45,30,80,55,0,65,40,60,25,60,80,35,20221031 172001
45,30,80,55,0,65,0,60,25,60,80,35,20221031 173001
40,20,0,45,0,65,20,30,25,60,80,35,20221031 174001
40,20,80,45,0,65,20,30,25,60,90,35,20221031 175001
40,20,80,45,0,0,20,30,25,60,90,35,20221031 180001
40,20,80,45,0,65,20,30,25,60,90,35,20221031 181001
30,5,80,25,0,65,20,30,25,60,90,35,20221031 182001
30,5,80,25,0,50,20,30,25,50,80,0,20221031 183001
30,5,80,25,0,50,20,30,25,50,80,0,20221031 184001
30,5,80,25,0,50,20,30,20,40,80,20,20221031 185001
0,5,80,25,0,50,20,30,20,40,80,20,20221031 190001
30,5,115,20,0,116,0,20,20,15,60,20,20221031 191001
30,5,106,20,0,105,0,20,20,15,60,20,20221031 192001
30,5,95,20,0,96,0,20,20,15,60,20,20221031 193001
25,5,85,15,0,87,0,20,20,15,45,20,20221031 194001
25,5,75,10,0,76,0,20,10,20,76,10,20221031 195002
25,5,66,10,0,66,0,20,10,20,65,10,20221031 200001
55,5,55,10,0,56,0,20,10,20,54,10,20221031 201001
46,5,45,10,0,47,0,46,10,45,45,46,20221031 202001
36,5,45,36,0,45,0,37,35,36,45,35,20221031 203001
30,30,45,26,0,45,0,25,25,34,45,25,20221031 204002
30,30,45,23,0,45,0,20,18,18,45,16,20221031 205001
30,30,45,10,0,45,0,20,18,8,45,15,20221031 210001
30,30,45,10,0,45,0,20,10,5,45,15,20221031 211001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 212001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 213001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 214001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 215001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 220001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 221001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 222001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 223001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 224001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 225001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 230001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 231001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 232001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 233001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 234001
0,0,0,0,0,0,0,0,0,0,0,0,20221031 235001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 000001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 001001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 002001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 003001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 004001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 005001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 010001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 011001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 012001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 013001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 014001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 015001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 020001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 021001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 022001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 023001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 024001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 025001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 030001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 031001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 032001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 033001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 034001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 035001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 040001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 041001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 042001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 043001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 044001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 045001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 050001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 051001
0,0,0,0,0,0,0,0,0,0,0,0,20221101 052001
